ECGTE - Environmental Taxes,ECGTE - Environmental Taxes,ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEP - Taxes on Pollution,ECGTEP - Taxes on Pollution,ECGTER - Taxes on Resources,ECGTER - Taxes on Resources,ECGTET - Taxes on Transport (Excluding Fuel for Transport),ECGTET - Taxes on Transport (Excluding Fuel for Transport)
Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
264 768 930 000.00,1.9265%,140 564 700 000.00,1.0228%,0.00,0.0000%,0.00,0.0000%,124 204 230 000.00,0.9037%
343 007 210 000.00,2.3509%,195 466 400 000.00,1.3397%,0.00,0.0000%,0.00,0.0000%,147 540 810 000.00,1.0112%
389 841 740 000.00,2.5169%,238 573 400 000.00,1.5403%,0.00,0.0000%,0.00,0.0000%,151 268 340 000.00,0.9766%
424 037 290 000.00,2.5898%,247 371 400 000.00,1.5108%,0.00,0.0000%,0.00,0.0000%,176 665 890 000.00,1.0790%
424 002 910 000.00,2.5105%,231 027 000 000.00,1.3679%,0.00,0.0000%,0.00,0.0000%,192 975 910 000.00,1.1426%
386 729 350 000.00,2.4694%,246 953 000 000.00,1.5769%,0.00,0.0000%,0.00,0.0000%,139 776 350 000.00,0.8925%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%
11 773 230 000.00,1.1100%,11 773 230 000.00,1.1100%,nan,nan%,0.00,0.0000%,0.00,0.0000%
9 067 470 000.00,0.8400%,9 067 470 000.00,0.8400%,nan,nan%,0.00,0.0000%,0.00,0.0000%
8 798 800 000.00,0.7400%,8 798 800 000.00,0.7400%,nan,nan%,0.00,0.0000%,0.00,0.0000%
13 381 400 000.00,1.0900%,13 381 400 000.00,1.0900%,nan,nan%,0.00,0.0000%,0.00,0.0000%
13 415 540 000.00,1.1300%,13 415 540 000.00,1.1300%,nan,nan%,0.00,0.0000%,0.00,0.0000%
11 852 200 000.00,0.9900%,11 852 200 000.00,0.9900%,nan,nan%,0.00,0.0000%,0.00,0.0000%
24 439 340 000.00,1.9900%,24 439 340 000.00,1.9900%,nan,nan%,0.00,0.0000%,0.00,0.0000%
15 915 110 000.00,1.2500%,15 915 110 000.00,1.2500%,nan,nan%,0.00,0.0000%,0.00,0.0000%
24 926 150 000.00,1.6800%,24 813 990 000.00,1.6700%,112 160 000.00,0.0100%,0.00,0.0000%,0.00,0.0000%
12 742 150 000.00,0.8000%,12 620 080 000.00,0.7900%,122 060 000.00,0.0100%,0.00,0.0000%,0.00,0.0000%
15 566 590 000.00,0.9200%,15 437 910 000.00,0.9100%,128 680 000.00,0.0100%,0.00,0.0000%,0.00,0.0000%
45 376 480 000.00,2.4900%,45 247 660 000.00,2.4800%,128 820 000.00,0.0100%,0.00,0.0000%,0.00,0.0000%
56 981 290 000.00,2.8800%,56 825 040 000.00,2.8700%,156 250 000.00,0.0100%,0.00,0.0000%,0.00,0.0000%
66 358 620 000.00,3.1100%,65 497 200 000.00,3.0700%,212 070 000.00,0.0100%,645 990 000.00,0.0300%,3 350 000.00,0.0000%
37 381 250 000.00,1.6600%,36 312 230 000.00,1.6100%,287 650 000.00,0.0100%,596 610 000.00,0.0300%,184 760 000.00,0.0100%
33 721 750 000.00,1.3600%,32 652 000 000.00,1.3200%,314 650 000.00,0.0100%,468 330 000.00,0.0200%,286 780 000.00,0.0100%
37 986 220 000.00,1.0600%,36 857 350 000.00,1.0300%,359 530 000.00,0.0100%,460 850 000.00,0.0100%,308 490 000.00,0.0100%
39 813 270 000.00,1.0700%,38 590 960 000.00,1.0400%,331 330 000.00,0.0100%,580 340 000.00,0.0200%,310 640 000.00,0.0100%
46 936 550 000.00,1.1900%,45 926 000 000.00,1.1600%,406 790 000.00,0.0100%,292 020 000.00,0.0100%,311 730 000.00,0.0100%
30 202 550 000.00,0.7100%,29 017 590 000.00,0.6900%,360 180 000.00,0.0100%,0.00,0.0000%,824 780 000.00,0.0200%
35 901 260 000.00,0.8200%,34 698 560 000.00,0.8000%,83 590 000.00,0.0000%,0.00,0.0000%,1 119 110 000.00,0.0300%
130 390 000.00,0.4100%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,130 390 000.00,0.4100%
173 110 000.00,0.5000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,173 110 000.00,0.5000%
201 400 000.00,0.5600%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,201 400 000.00,0.5600%
218 490 000.00,0.5700%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,218 490 000.00,0.5700%
297 090 000.00,0.6900%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,297 090 000.00,0.6900%
239 390 000.00,0.4700%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,239 390 000.00,0.4700%
216 400 000.00,0.3900%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,216 400 000.00,0.3900%
212 210 000.00,0.3800%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,212 210 000.00,0.3800%
212 010 000.00,0.3000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,212 010 000.00,0.3000%
203 110 000.00,0.2400%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,203 110 000.00,0.2400%
216 870 000.00,0.2200%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,216 870 000.00,0.2200%
248 830 000.00,0.2200%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,248 830 000.00,0.2200%
338 410 000.00,0.2500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,338 410 000.00,0.2500%
466 020 000.00,0.2700%,96 490 000.00,0.0600%,0.00,0.0000%,0.00,0.0000%,369 520 000.00,0.2100%
421 250 000.00,0.3500%,93 850 000.00,0.0800%,0.00,0.0000%,0.00,0.0000%,327 400 000.00,0.2700%
480 440 000.00,0.3400%,104 960 000.00,0.0700%,0.00,0.0000%,0.00,0.0000%,375 490 000.00,0.2700%
529 610 000.00,0.3300%,101 050 000.00,0.0600%,0.00,0.0000%,0.00,0.0000%,428 560 000.00,0.2600%
623 040 000.00,0.3600%,98 700 000.00,0.0600%,0.00,0.0000%,0.00,0.0000%,524 340 000.00,0.3000%
654 150 000.00,0.3600%,102 610 000.00,0.0600%,0.00,0.0000%,0.00,0.0000%,551 540 000.00,0.3000%
662 950 000.00,0.3500%,93 550 000.00,0.0500%,0.00,0.0000%,0.00,0.0000%,569 400 000.00,0.3000%
663 380 000.00,0.3900%,87 900 000.00,0.0500%,0.00,0.0000%,0.00,0.0000%,575 480 000.00,0.3400%
700 850 000.00,0.4500%,131 850 000.00,0.0800%,0.00,0.0000%,0.00,0.0000%,569 000 000.00,0.3600%
516 850 000.00,0.3200%,101 700 000.00,0.0600%,0.00,0.0000%,0.00,0.0000%,415 150 000.00,0.2600%
431 890 000.00,0.2600%,98 220 000.00,0.0600%,0.00,0.0000%,0.00,0.0000%,333 670 000.00,0.2000%
314 160 000.00,0.2000%,23 180 000.00,0.0100%,0.00,0.0000%,0.00,0.0000%,290 980 000.00,0.1800%
227 160 000.00,0.1600%,6 080 000.00,0.0000%,0.00,0.0000%,0.00,0.0000%,221 090 000.00,0.1600%
251 810 000.00,0.1500%,330 000.00,0.0000%,0.00,0.0000%,0.00,0.0000%,251 470 000.00,0.1500%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
516 900 000.00,1.7600%,259 980 000.00,0.8800%,10 660 000.00,0.0400%,0.00,0.0000%,246 260 000.00,0.8400%
567 320 000.00,1.7900%,270 400 000.00,0.8500%,12 340 000.00,0.0400%,0.00,0.0000%,284 580 000.00,0.9000%
573 370 000.00,1.7400%,271 850 000.00,0.8300%,17 590 000.00,0.0500%,0.00,0.0000%,283 940 000.00,0.8600%
549 570 000.00,1.5500%,267 440 000.00,0.7600%,15 920 000.00,0.0500%,0.00,0.0000%,266 220 000.00,0.7500%
579 500 000.00,1.4900%,274 540 000.00,0.7100%,9 790 000.00,0.0300%,0.00,0.0000%,295 170 000.00,0.7600%
607 690 000.00,1.4500%,269 020 000.00,0.6400%,12 570 000.00,0.0300%,0.00,0.0000%,326 090 000.00,0.7800%
634 780 000.00,1.3900%,262 930 000.00,0.5700%,13 310 000.00,0.0300%,0.00,0.0000%,358 530 000.00,0.7800%
682 410 000.00,1.3700%,271 070 000.00,0.5400%,14 920 000.00,0.0300%,0.00,0.0000%,396 420 000.00,0.8000%
717 480 000.00,1.3000%,261 530 000.00,0.4700%,14 650 000.00,0.0300%,0.00,0.0000%,441 300 000.00,0.8000%
756 290 000.00,1.2900%,256 960 000.00,0.4400%,15 360 000.00,0.0300%,0.00,0.0000%,483 970 000.00,0.8300%
863 800 000.00,1.3100%,268 350 000.00,0.4100%,16 760 000.00,0.0300%,0.00,0.0000%,578 700 000.00,0.8800%
754 310 000.00,1.1100%,266 410 000.00,0.3900%,17 240 000.00,0.0300%,0.00,0.0000%,470 670 000.00,0.7000%
870 290 000.00,1.1800%,262 700 000.00,0.3600%,16 200 000.00,0.0200%,0.00,0.0000%,591 390 000.00,0.8000%
930 460 000.00,1.1800%,257 810 000.00,0.3300%,36 820 000.00,0.0500%,0.00,0.0000%,635 830 000.00,0.8000%
1 012 080 000.00,1.1900%,278 950 000.00,0.3300%,61 450 000.00,0.0700%,0.00,0.0000%,671 680 000.00,0.7900%
1 143 150 000.00,1.2700%,304 610 000.00,0.3400%,77 160 000.00,0.0900%,0.00,0.0000%,761 380 000.00,0.8500%
1 440 010 000.00,1.5100%,648 800 000.00,0.6800%,42 710 000.00,0.0500%,0.00,0.0000%,748 500 000.00,0.7900%
1 601 690 000.00,1.5700%,705 030 000.00,0.6900%,14 730 000.00,0.0100%,0.00,0.0000%,881 930 000.00,0.8700%
1 710 750 000.00,1.5100%,756 580 000.00,0.6700%,17 440 000.00,0.0200%,0.00,0.0000%,936 730 000.00,0.8300%
1 682 810 000.00,1.3700%,759 870 000.00,0.6200%,16 710 000.00,0.0100%,0.00,0.0000%,906 240 000.00,0.7400%
1 554 940 000.00,1.3000%,726 760 000.00,0.6100%,14 680 000.00,0.0100%,0.00,0.0000%,813 510 000.00,0.6800%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
126 520 000.00,1.1800%,103 200 000.00,0.9700%,0.00,0.0000%,0.00,0.0000%,23 320 000.00,0.2200%
359 270 000.00,1.7700%,303 900 000.00,1.4900%,0.00,0.0000%,0.00,0.0000%,55 370 000.00,0.2700%
762 120 000.00,1.9200%,637 500 000.00,1.6100%,0.00,0.0000%,0.00,0.0000%,124 620 000.00,0.3100%
1 289 490 000.00,1.7900%,1 069 600 000.00,1.4900%,0.00,0.0000%,0.00,0.0000%,219 890 000.00,0.3100%
2 716 570 000.00,2.5300%,2 248 000 000.00,2.0900%,0.00,0.0000%,0.00,0.0000%,468 570 000.00,0.4400%
4 125 550 000.00,2.4100%,3 268 800 000.00,1.9100%,0.00,0.0000%,0.00,0.0000%,856 750 000.00,0.5000%
6 550 430 000.00,2.6500%,5 658 500 000.00,2.2900%,0.00,0.0000%,0.00,0.0000%,891 930 000.00,0.3600%
12 490 680 000.00,3.4500%,11 126 800 000.00,3.0700%,0.00,0.0000%,0.00,0.0000%,1 363 880 000.00,0.3800%
18 906 550 000.00,4.0000%,15 103 430 000.00,3.2000%,0.00,0.0000%,0.00,0.0000%,3 803 120 000.00,0.8100%
20 389 920 000.00,3.5000%,15 758 100 000.00,2.7000%,0.00,0.0000%,0.00,0.0000%,4 631 810 000.00,0.8000%
26 725 500 000.00,3.9300%,19 397 970 000.00,2.8500%,0.00,0.0000%,0.00,0.0000%,7 327 530 000.00,1.0800%
24 689 220 000.00,3.1000%,20 550 740 000.00,2.5800%,0.00,0.0000%,0.00,0.0000%,4 138 480 000.00,0.5200%
26 345 080 000.00,2.9700%,22 051 750 000.00,2.4800%,0.00,0.0000%,0.00,0.0000%,4 293 330 000.00,0.4800%
32 333 600 000.00,3.2200%,23 941 460 000.00,2.3900%,0.00,0.0000%,0.00,0.0000%,8 392 140 000.00,0.8400%
33 621 820 000.00,3.3400%,25 524 960 000.00,2.5400%,0.00,0.0000%,0.00,0.0000%,8 096 860 000.00,0.8100%
43 263 610 000.00,3.7100%,31 697 180 000.00,2.7200%,0.00,0.0000%,0.00,0.0000%,11 566 430 000.00,0.9900%
48 543 040 000.00,3.4600%,33 572 620 000.00,2.3900%,0.00,0.0000%,0.00,0.0000%,14 970 420 000.00,1.0700%
51 423 060 000.00,3.2500%,35 934 620 000.00,2.2700%,0.00,0.0000%,0.00,0.0000%,15 488 440 000.00,0.9800%
63 616 540 000.00,3.4900%,45 158 150 000.00,2.4800%,0.00,0.0000%,0.00,0.0000%,18 458 380 000.00,1.0100%
66 863 510 000.00,3.2500%,45 628 140 000.00,2.2200%,0.00,0.0000%,0.00,0.0000%,21 235 370 000.00,1.0300%
77 558 880 000.00,3.3000%,50 829 560 000.00,2.1600%,0.00,0.0000%,0.00,0.0000%,26 729 330 000.00,1.1400%
85 537 020 000.00,3.2600%,56 296 380 000.00,2.1400%,0.00,0.0000%,0.00,0.0000%,29 240 630 000.00,1.1100%
96 941 250 000.00,3.0900%,63 602 590 000.00,2.0300%,0.00,0.0000%,0.00,0.0000%,33 338 670 000.00,1.0600%
86 448 290 000.00,2.3000%,55 593 470 000.00,1.4800%,0.00,0.0000%,0.00,0.0000%,30 854 820 000.00,0.8200%
90 204 260 000.00,2.0900%,60 996 640 000.00,1.4200%,0.00,0.0000%,0.00,0.0000%,29 207 620 000.00,0.6800%
132 522 390 000.00,2.6300%,69 009 450 000.00,1.3700%,0.00,0.0000%,0.00,0.0000%,63 512 940 000.00,1.2600%
116 584 580 000.00,1.6100%,31 292 150 000.00,0.4300%,0.00,0.0000%,0.00,0.0000%,85 292 430 000.00,1.1800%
130 074 550 000.00,2.4200%,119 661 930 000.00,2.2300%,660 000.00,0.0000%,0.00,0.0000%,10 411 970 000.00,0.1900%
163 511 160 000.00,2.6700%,150 761 000 000.00,2.4600%,660 000.00,0.0000%,0.00,0.0000%,12 749 500 000.00,0.2100%
214 279 740 000.00,3.2300%,197 455 880 000.00,2.9800%,660 000.00,0.0000%,0.00,0.0000%,16 823 210 000.00,0.2500%
208 299 180 000.00,2.7500%,188 271 670 000.00,2.4900%,660 000.00,0.0000%,0.00,0.0000%,20 026 850 000.00,0.2700%
210 626 070 000.00,2.5800%,193 208 190 000.00,2.3700%,660 000.00,0.0000%,0.00,0.0000%,17 417 230 000.00,0.2100%
215 092 550 000.00,2.3000%,197 201 590 000.00,2.1100%,660 000.00,0.0000%,0.00,0.0000%,17 890 300 000.00,0.1900%
218 109 110 000.00,2.1200%,199 298 450 000.00,1.9400%,660 000.00,0.0000%,0.00,0.0000%,18 810 000 000.00,0.1800%
245 415 690 000.00,2.2600%,222 167 340 000.00,2.0500%,660 000.00,0.0000%,0.00,0.0000%,23 247 690 000.00,0.2100%
271 114 630 000.00,2.1800%,240 676 280 000.00,1.9300%,660 000.00,0.0000%,0.00,0.0000%,30 437 690 000.00,0.2500%
312 521 260 000.00,2.0300%,269 812 630 000.00,1.7600%,660 000.00,0.0000%,0.00,0.0000%,42 707 970 000.00,0.2800%
361 465 240 000.00,2.2500%,309 024 220 000.00,1.9300%,660 000.00,0.0000%,0.00,0.0000%,52 440 360 000.00,0.3300%
473 983 600 000.00,2.6000%,400 011 040 000.00,2.2000%,10 762 130 000.00,0.0600%,0.00,0.0000%,63 210 430 000.00,0.3500%
604 911 530 000.00,2.8600%,517 353 720 000.00,2.4400%,21 231 360 000.00,0.1000%,0.00,0.0000%,66 326 450 000.00,0.3100%
699 490 860 000.00,2.8600%,632 827 670 000.00,2.5800%,26 665 040 000.00,0.1100%,0.00,0.0000%,39 998 150 000.00,0.1600%
764 680 930 000.00,1.5800%,686 838 890 000.00,1.4200%,30 008 200 000.00,0.0600%,0.00,0.0000%,47 833 840 000.00,0.1000%
888 303 800 000.00,1.6400%,790 818 410 000.00,1.4600%,33 389 100 000.00,0.0600%,0.00,0.0000%,64 096 280 000.00,0.1200%
966 399 580 000.00,1.4900%,866 242 680 000.00,1.3400%,32 735 580 000.00,0.0500%,0.00,0.0000%,67 421 310 000.00,0.1000%
1 080 478 500 000.00,1.5500%,981 566 070 000.00,1.4100%,35 126 020 000.00,0.0500%,0.00,0.0000%,63 786 420 000.00,0.0900%
1 043 540 130 000.00,1.3900%,930 141 910 000.00,1.2400%,43 415 490 000.00,0.0600%,0.00,0.0000%,69 982 730 000.00,0.0900%
1 292 860 110 000.00,1.5600%,1 146 917 940 000.00,1.3900%,53 084 970 000.00,0.0600%,0.00,0.0000%,92 857 200 000.00,0.1100%
1 473 305 490 000.00,1.6100%,1 310 560 380 000.00,1.4300%,70 859 290 000.00,0.0800%,0.00,0.0000%,91 885 830 000.00,0.1000%
1 663 779 420 000.00,1.6600%,1 497 630 650 000.00,1.4900%,92 797 900 000.00,0.0900%,0.00,0.0000%,73 350 880 000.00,0.0700%
1 908 245 690 000.00,1.7600%,1 737 682 080 000.00,1.6000%,90 220 080 000.00,0.0800%,0.00,0.0000%,80 343 530 000.00,0.0700%
2 188 317 250 000.00,1.8200%,1 982 287 860 000.00,1.6500%,107 835 490 000.00,0.0900%,0.00,0.0000%,98 193 900 000.00,0.0800%
2 425 395 830 000.00,1.8400%,2 209 194 170 000.00,1.6700%,119 645 930 000.00,0.0900%,0.00,0.0000%,96 555 730 000.00,0.0700%
2 431 890 000 000.00,1.7400%,2 183 370 000 000.00,1.5600%,154 700 000 000.00,0.1100%,0.00,0.0000%,93 820 000 000.00,0.0700%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,1 582 560 000.00,0.6800%,0.00,0.0000%,0.00,0.0000%,265 740 000.00,0.1100%
nan,nan%,2 048 720 000.00,0.7400%,0.00,0.0000%,0.00,0.0000%,480 540 000.00,0.1700%
nan,nan%,2 455 380 000.00,0.6900%,0.00,0.0000%,0.00,0.0000%,409 310 000.00,0.1100%
nan,nan%,2 965 540 000.00,0.6500%,0.00,0.0000%,0.00,0.0000%,180 300 000.00,0.0400%
nan,nan%,2 829 440 000.00,0.5000%,0.00,0.0000%,0.00,0.0000%,207 650 000.00,0.0400%
nan,nan%,3 208 250 000.00,0.4300%,0.00,0.0000%,0.00,0.0000%,298 410 000.00,0.0400%
nan,nan%,3 682 830 000.00,0.3700%,0.00,0.0000%,0.00,0.0000%,435 370 000.00,0.0400%
nan,nan%,6 034 230 000.00,0.6400%,0.00,0.0000%,0.00,0.0000%,388 840 000.00,0.0400%
nan,nan%,8 518 080 000.00,0.7600%,2 850 200 000.00,0.2500%,0.00,0.0000%,686 840 000.00,0.0600%
nan,nan%,11 089 980 000.00,0.8200%,2 850 200 000.00,0.2100%,0.00,0.0000%,1 051 450 000.00,0.0800%
nan,nan%,13 161 430 000.00,0.9000%,3 749 200 000.00,0.2600%,0.00,0.0000%,1 216 320 000.00,0.0800%
nan,nan%,10 063 790 000.00,0.6600%,5 008 300 000.00,0.3300%,0.00,0.0000%,1 162 610 000.00,0.0800%
nan,nan%,17 991 780 000.00,1.1300%,5 357 200 000.00,0.3400%,0.00,0.0000%,904 210 000.00,0.0600%
2 691 040 000.00,0.1353%,30 296 200 000.00,1.5200%,3 788 700 000.00,0.1900%,0.00,0.0000%,2 481 550 000.00,0.1300%
4 987 440 000.00,0.2091%,43 124 210 000.00,1.8100%,7 818 300 000.00,0.3300%,0.00,0.0000%,2 695 930 000.00,0.1100%
4 698 440 000.00,0.1575%,59 866 240 000.00,2.0100%,7 078 300 000.00,0.2400%,0.00,0.0000%,3 657 330 000.00,0.1200%
4 921 500 000.00,0.1382%,66 112 950 000.00,1.8600%,7 217 000 000.00,0.2000%,0.00,0.0000%,4 080 320 000.00,0.1200%
6 092 574 000.00,0.1532%,61 716 630 000.00,1.5500%,7 462 300 000.00,0.1900%,0.00,0.0000%,7 965 050 000.00,0.2000%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
20 894 000 000.00,2.4500%,16 565 000 000.00,1.9400%,0.00,0.0000%,18 000 000.00,0.0000%,4 311 000 000.00,0.5100%
22 785 000 000.00,2.5000%,18 124 000 000.00,1.9900%,113 000 000.00,0.0100%,23 000 000.00,0.0000%,4 525 000 000.00,0.5000%
24 312 000 000.00,2.5500%,19 016 000 000.00,1.9900%,361 000 000.00,0.0400%,23 000 000.00,0.0000%,4 912 000 000.00,0.5200%
27 231 000 000.00,2.7300%,21 272 000 000.00,2.1300%,333 000 000.00,0.0300%,24 000 000.00,0.0000%,5 602 000 000.00,0.5600%
28 908 000 000.00,2.7700%,22 538 000 000.00,2.1600%,430 000 000.00,0.0400%,27 000 000.00,0.0000%,5 913 000 000.00,0.5700%
29 347 000 000.00,2.6700%,23 139 000 000.00,2.1000%,461 000 000.00,0.0400%,24 000 000.00,0.0000%,5 723 000 000.00,0.5200%
28 454 000 000.00,2.4800%,22 763 000 000.00,1.9900%,502 000 000.00,0.0400%,23 000 000.00,0.0000%,5 166 000 000.00,0.4500%
29 369 000 000.00,2.4700%,23 179 000 000.00,1.9500%,541 000 000.00,0.0500%,237 000 000.00,0.0200%,5 412 000 000.00,0.4500%
30 521 000 000.00,2.4200%,23 730 000 000.00,1.8800%,607 000 000.00,0.0500%,367 000 000.00,0.0300%,5 817 000 000.00,0.4600%
31 699 000 000.00,2.4000%,24 685 000 000.00,1.8700%,672 000 000.00,0.0500%,358 000 000.00,0.0300%,5 984 000 000.00,0.4500%
31 672 000 000.00,2.2600%,24 666 000 000.00,1.7600%,733 000 000.00,0.0500%,359 000 000.00,0.0300%,5 914 000 000.00,0.4200%
32 262 000 000.00,2.1900%,24 859 000 000.00,1.6900%,804 000 000.00,0.0600%,352 000 000.00,0.0200%,6 247 000 000.00,0.4200%
34 961 000 000.00,2.2600%,26 035 000 000.00,1.6800%,877 000 000.00,0.0600%,370 000 000.00,0.0200%,7 679 000 000.00,0.5000%
35 689 000 000.00,2.2400%,26 503 000 000.00,1.6600%,954 000 000.00,0.0600%,367 000 000.00,0.0200%,7 865 000 000.00,0.4900%
36 991 000 000.00,2.3800%,27 731 000 000.00,1.7900%,842 000 000.00,0.0500%,307 000 000.00,0.0200%,8 111 000 000.00,0.5200%
39 767 000 000.00,2.4700%,29 458 000 000.00,1.8300%,1 065 000 000.00,0.0700%,322 000 000.00,0.0200%,8 922 000 000.00,0.5500%
40 713 000 000.00,2.4500%,29 680 000 000.00,1.7800%,1 090 000 000.00,0.0700%,334 000 000.00,0.0200%,9 609 000 000.00,0.5800%
41 662 000 000.00,2.4300%,30 139 000 000.00,1.7600%,1 094 000 000.00,0.0600%,309 000 000.00,0.0200%,10 120 000 000.00,0.5900%
43 801 000 000.00,2.4600%,31 737 000 000.00,1.7800%,1 191 000 000.00,0.0700%,327 000 000.00,0.0200%,10 546 000 000.00,0.5900%
45 542 000 000.00,2.4400%,33 137 000 000.00,1.7800%,1 143 000 000.00,0.0600%,396 000 000.00,0.0200%,10 866 000 000.00,0.5800%
46 321 000 000.00,2.4100%,34 010 000 000.00,1.7700%,1 028 000 000.00,0.0500%,402 000 000.00,0.0200%,10 881 000 000.00,0.5700%
47 752 000 000.00,2.3900%,35 255 000 000.00,1.7600%,1 024 000 000.00,0.0500%,418 000 000.00,0.0200%,11 055 000 000.00,0.5500%
48 900 000 000.00,2.3500%,36 345 000 000.00,1.7400%,904 000 000.00,0.0400%,420 000 000.00,0.0200%,11 231 000 000.00,0.5400%
50 153 000 000.00,2.3300%,37 367 000 000.00,1.7300%,842 000 000.00,0.0400%,420 000 000.00,0.0200%,11 524 000 000.00,0.5300%
52 591 000 000.00,2.3500%,39 028 000 000.00,1.7400%,784 000 000.00,0.0400%,459 000 000.00,0.0200%,12 320 000 000.00,0.5500%
43 655 000 000.00,2.0700%,34 162 000 000.00,1.6200%,701 000 000.00,0.0300%,417 000 000.00,0.0200%,8 375 000 000.00,0.4000%
45 292 560 000.00,1.9900%,35 920 560 000.00,1.5800%,845 000 000.00,0.0400%,465 000 000.00,0.0200%,8 062 000 000.00,0.3500%
96 707 095 000.00,0.9139%,64 605 000 000.00,0.6105%,nan,nan%,nan,nan%,32 102 095 000.00,0.3034%
100 121 965 000.00,0.9161%,65 679 000 000.00,0.6010%,nan,nan%,nan,nan%,34 442 965 000.00,0.3151%
103 044 815 000.00,0.8994%,66 882 000 000.00,0.5838%,nan,nan%,nan,nan%,36 162 815 000.00,0.3157%
107 658 848 000.00,0.8812%,68 500 000 000.00,0.5607%,nan,nan%,nan,nan%,39 158 848 000.00,0.3205%
112 789 368 000.00,0.8650%,71 996 000 000.00,0.5522%,nan,nan%,nan,nan%,40 793 368 000.00,0.3129%
114 483 923 000.00,0.8287%,72 611 000 000.00,0.5256%,nan,nan%,nan,nan%,41 872 923 000.00,0.3031%
114 529 275 000.00,0.7913%,70 429 000 000.00,0.4866%,nan,nan%,nan,nan%,44 100 275 000.00,0.3047%
109 588 188 000.00,0.7420%,65 825 700 000.00,0.4457%,nan,nan%,nan,nan%,43 762 488 000.00,0.2963%
110 957 450 000.00,0.7664%,65 772 000 000.00,0.4543%,nan,nan%,nan,nan%,45 185 450 000.00,0.3121%
112 142 785 000.00,0.7452%,66 547 000 000.00,0.4422%,nan,nan%,nan,nan%,45 595 785 000.00,0.3030%
115 531 782 000.00,0.7406%,67 961 999 000.00,0.4357%,nan,nan%,nan,nan%,47 569 783 000.00,0.3049%
124 397 253 000.00,0.7653%,75 368 000 000.00,0.4637%,nan,nan%,nan,nan%,49 029 253 000.00,0.3016%
