ECGTE - Environmental Taxes,ECGTE - Environmental Taxes,ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEP - Taxes on Pollution,ECGTEP - Taxes on Pollution,ECGTER - Taxes on Resources,ECGTER - Taxes on Resources,ECGTET - Taxes on Transport (Excluding Fuel for Transport),ECGTET - Taxes on Transport (Excluding Fuel for Transport)
Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP
13 732 900 000.00,0.7000%,nan,nan%,0.00,0.0000%,97 000 000.00,0.0100%,13 635 900 000.00,0.6900%
17 565 700 000.00,0.8000%,nan,nan%,0.00,0.0000%,77 800 000.00,0.0000%,17 487 900 000.00,0.7900%
8 467 700 000 000.00,1.6200%,5 041 800 000 000.00,0.9700%,70 600 000 000.00,0.0100%,6 400 000 000.00,0.0000%,3 348 900 000 000.00,0.6400%
8 769 900 000 000.00,1.6400%,5 178 700 000 000.00,0.9700%,68 100 000 000.00,0.0100%,6 400 000 000.00,0.0000%,3 516 700 000 000.00,0.6600%
8 709 600 000 000.00,1.6000%,5 174 100 000 000.00,0.9500%,66 000 000 000.00,0.0100%,5 900 000 000.00,0.0000%,3 463 600 000 000.00,0.6400%
8 711 455 000 000.00,1.6200%,5 202 100 000 000.00,0.9700%,65 055 000 000.00,0.0100%,5 500 000 000.00,0.0000%,3 438 800 000 000.00,0.6400%
8 804 816 000 000.00,1.6700%,5 281 100 000 000.00,1.0000%,59 416 000 000.00,0.0100%,5 400 000 000.00,0.0000%,3 458 900 000 000.00,0.6600%
8 819 741 000 000.00,1.6500%,5 268 300 000 000.00,0.9800%,58 441 000 000.00,0.0100%,5 200 000 000.00,0.0000%,3 487 800 000 000.00,0.6500%
8 828 864 000 000.00,1.6600%,5 277 800 000 000.00,0.9900%,56 764 000 000.00,0.0100%,5 000 000 000.00,0.0000%,3 489 300 000 000.00,0.6600%
8 785 626 000 000.00,1.6800%,5 267 500 000 000.00,1.0000%,54 826 000 000.00,0.0100%,4 700 000 000.00,0.0000%,3 458 600 000 000.00,0.6600%
8 817 802 000 000.00,1.6800%,5 277 200 000 000.00,1.0100%,51 202 000 000.00,0.0100%,4 700 000 000.00,0.0000%,3 484 700 000 000.00,0.6700%
8 781 053 000 000.00,1.6600%,5 293 800 000 000.00,1.0000%,49 553 000 000.00,0.0100%,4 500 000 000.00,0.0000%,3 433 200 000 000.00,0.6500%
8 836 444 000 000.00,1.6600%,5 291 000 000 000.00,0.9900%,47 644 000 000.00,0.0100%,4 600 000 000.00,0.0000%,3 493 200 000 000.00,0.6600%
8 715 410 000 000.00,1.6300%,5 222 600 000 000.00,0.9800%,45 910 000 000.00,0.0100%,4 700 000 000.00,0.0000%,3 442 200 000 000.00,0.6400%
8 617 141 000 000.00,1.6000%,5 152 500 000 000.00,0.9600%,44 641 000 000.00,0.0100%,4 500 000 000.00,0.0000%,3 415 500 000 000.00,0.6300%
8 089 961 000 000.00,1.5300%,4 752 600 000 000.00,0.9000%,41 561 000 000.00,0.0100%,4 400 000 000.00,0.0000%,3 291 400 000 000.00,0.6200%
7 904 184 000 000.00,1.6000%,4 848 400 000 000.00,0.9800%,39 484 000 000.00,0.0100%,4 300 000 000.00,0.0000%,3 012 000 000 000.00,0.6100%
7 706 384 000 000.00,1.5200%,4 925 800 000 000.00,0.9700%,38 784 000 000.00,0.0100%,4 100 000 000.00,0.0000%,2 737 700 000 000.00,0.5400%
7 537 823 000 000.00,1.5200%,4 796 200 000 000.00,0.9600%,37 023 000 000.00,0.0100%,4 100 000 000.00,0.0000%,2 700 500 000 000.00,0.5400%
7 497 212 000 000.00,1.5000%,4 807 100 000 000.00,0.9600%,36 012 000 000.00,0.0100%,4 100 000 000.00,0.0000%,2 650 000 000 000.00,0.5300%
7 447 552 000 000.00,1.4600%,4 808 400 000 000.00,0.9500%,35 252 000 000.00,0.0100%,3 800 000 000.00,0.0000%,2 600 100 000 000.00,0.5100%
7 230 427 000 000.00,1.3900%,4 726 200 000 000.00,0.9100%,34 227 000 000.00,0.0100%,3 800 000 000.00,0.0000%,2 466 200 000 000.00,0.4800%
7 249 434 000 000.00,1.3500%,4 683 559 000 000.00,0.8700%,33 091 000 000.00,0.0100%,3 306 000 000.00,0.0000%,2 529 478 000 000.00,0.4700%
7 346 879 000 000.00,1.3500%,4 733 000 000 000.00,0.8700%,31 179 000 000.00,0.0100%,3 100 000 000.00,0.0000%,2 579 600 000 000.00,0.4700%
7 351 104 000 000.00,1.3300%,4 701 400 000 000.00,0.8500%,30 904 000 000.00,0.0100%,2 800 000 000.00,0.0000%,2 616 000 000 000.00,0.4700%
7 368 450 000 000.00,1.3300%,4 663 743 000 000.00,0.8400%,30 140 000 000.00,0.0100%,2 700 000 000.00,0.0000%,2 671 867 000 000.00,0.4800%
7 158 702 000 000.00,1.2800%,4 502 600 000 000.00,0.8100%,30 202 000 000.00,0.0100%,2 900 000 000.00,0.0000%,2 623 000 000 000.00,0.4700%
6 654 052 000 000.00,1.2400%,4 127 593 000 000.00,0.7700%,28 910 000 000.00,0.0100%,2 869 000 000.00,0.0000%,2 494 680 000 000.00,0.4600%
6 864 346 530 000.00,1.2700%,4 260 900 000 000.00,0.7900%,28 146 530 000.00,0.0100%,2 800 000 000.00,0.0000%,2 572 500 000 000.00,0.4700%
710 819 000 000.00,1.7386%,486 158 000 000.00,1.1891%,63 379 000 000.00,0.1550%,118 073 000 000.00,0.2888%,43 209 000 000.00,0.1057%
594 010 000 000.00,1.2646%,320 639 000 000.00,0.6826%,67 216 000 000.00,0.1431%,159 276 000 000.00,0.3391%,46 879 000 000.00,0.0998%
1 076 189 000 000.00,1.9791%,684 496 000 000.00,1.2588%,72 529 000 000.00,0.1334%,259 183 000 000.00,0.4766%,59 981 000 000.00,0.1103%
995 190 000 000.00,1.6098%,532 156 000 000.00,0.8608%,87 126 000 000.00,0.1409%,308 717 000 000.00,0.4994%,67 191 000 000.00,0.1087%
950 357 833 830.60,1.3668%,411 290 983 829.90,0.5915%,100 809 615 232.60,0.1450%,365 225 000 155.60,0.5253%,73 032 234 612.50,0.1050%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
38 343 000 000.00,3.7600%,25 744 000 000.00,2.5200%,0.00,0.0000%,0.00,0.0000%,12 599 000 000.00,1.2400%
38 040 000 000.00,3.6700%,25 861 000 000.00,2.5000%,0.00,0.0000%,0.00,0.0000%,12 179 000 000.00,1.1800%
38 198 000 000.00,3.3800%,25 834 000 000.00,2.2800%,0.00,0.0000%,0.00,0.0000%,12 364 000 000.00,1.0900%
42 620 000 000.00,3.3500%,28 031 000 000.00,2.2000%,0.00,0.0000%,0.00,0.0000%,14 589 000 000.00,1.1500%
46 977 790 000.00,3.3200%,30 530 000 000.00,2.1600%,0.00,0.0000%,0.00,0.0000%,16 447 790 000.00,1.1600%
49 689 000 000.00,2.6700%,31 922 000 000.00,1.7100%,0.00,0.0000%,0.00,0.0000%,17 767 000 000.00,0.9500%
58 446 310 000.00,2.7200%,33 839 410 000.00,1.5700%,0.00,0.0000%,0.00,0.0000%,24 606 900 000.00,1.1400%
60 048 920 000.00,2.4200%,34 394 850 000.00,1.3900%,0.00,0.0000%,0.00,0.0000%,25 654 060 000.00,1.0300%
69 104 840 000.00,2.1100%,39 950 540 000.00,1.2200%,0.00,0.0000%,0.00,0.0000%,29 154 310 000.00,0.8900%
75 614 930 000.00,2.1000%,43 649 230 000.00,1.2100%,0.00,0.0000%,0.00,0.0000%,31 965 690 000.00,0.8900%
78 320 800 000.00,1.8800%,44 946 960 000.00,1.0800%,0.00,0.0000%,0.00,0.0000%,33 373 850 000.00,0.8000%
77 254 230 000.00,1.6200%,42 067 290 000.00,0.8800%,0.00,0.0000%,0.00,0.0000%,35 186 940 000.00,0.7400%
82 751 860 000.00,1.5600%,42 816 940 000.00,0.8100%,0.00,0.0000%,0.00,0.0000%,39 934 920 000.00,0.7500%
116 367 260 000.00,1.9400%,52 006 030 000.00,0.8700%,0.00,0.0000%,0.00,0.0000%,64 361 240 000.00,1.0700%
121 394 830 000.00,1.7600%,54 084 900 000.00,0.7900%,0.00,0.0000%,0.00,0.0000%,67 309 930 000.00,0.9800%
143 274 570 000.00,1.8900%,62 033 970 000.00,0.8200%,0.00,0.0000%,0.00,0.0000%,81 240 610 000.00,1.0700%
181 948 250 000.00,2.1500%,69 756 290 000.00,0.8200%,0.00,0.0000%,0.00,0.0000%,112 191 960 000.00,1.3200%
192 320 130 000.00,2.0600%,73 279 190 000.00,0.7900%,0.00,0.0000%,0.00,0.0000%,119 040 940 000.00,1.2700%
217 551 890 000.00,2.1300%,90 466 840 000.00,0.8800%,0.00,0.0000%,0.00,0.0000%,127 085 050 000.00,1.2400%
196 101 610 000.00,1.8300%,75 344 630 000.00,0.7000%,0.00,0.0000%,0.00,0.0000%,120 756 990 000.00,1.1300%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
7 937 533 000 000.00,1.8200%,3 714 752 000 000.00,0.8500%,0.00,0.0000%,0.00,0.0000%,4 222 781 000 000.00,0.9700%
10 334 770 000 000.00,2.1100%,5 489 030 000 000.00,1.1200%,0.00,0.0000%,0.00,0.0000%,4 845 740 000 000.00,0.9900%
12 122 890 000 000.00,2.2400%,6 869 925 000 000.00,1.2700%,0.00,0.0000%,0.00,0.0000%,5 252 965 000 000.00,0.9700%
12 465 838 000 000.00,2.3200%,8 419 838 000 000.00,1.5700%,0.00,0.0000%,0.00,0.0000%,4 046 000 000 000.00,0.7500%
13 816 140 000 000.00,2.3400%,9 767 000 000 000.00,1.6500%,0.00,0.0000%,0.00,0.0000%,4 049 140 000 000.00,0.6900%
15 964 420 000 000.00,2.4500%,11 459 000 000 000.00,1.7600%,0.00,0.0000%,0.00,0.0000%,4 505 420 000 000.00,0.6900%
18 884 696 000 000.00,2.6700%,14 318 000 000 000.00,2.0300%,0.00,0.0000%,0.00,0.0000%,4 566 696 000 000.00,0.6500%
19 099 944 000 000.00,2.4300%,14 227 000 000 000.00,1.8100%,25 900 000 000.00,0.0000%,0.00,0.0000%,4 847 044 000 000.00,0.6200%
20 610 077 000 000.00,2.4600%,15 669 000 000 000.00,1.8700%,25 900 000 000.00,0.0000%,0.00,0.0000%,4 915 177 000 000.00,0.5900%
21 038 822 000 000.00,2.3200%,16 746 000 000 000.00,1.8400%,25 900 000 000.00,0.0000%,0.00,0.0000%,4 266 922 000 000.00,0.4700%
24 433 341 000 000.00,2.5500%,19 686 000 000 000.00,2.0600%,25 900 000 000.00,0.0000%,0.00,0.0000%,4 721 441 000 000.00,0.4900%
24 781 140 000 000.00,2.4600%,19 295 000 000 000.00,1.9200%,25 900 000 000.00,0.0000%,0.00,0.0000%,5 460 240 000 000.00,0.5400%
28 280 642 000 000.00,2.6000%,22 232 000 000 000.00,2.0400%,25 900 000 000.00,0.0000%,1 000 000 000.00,0.0000%,6 021 742 000 000.00,0.5500%
28 890 782 000 000.00,2.5000%,22 335 000 000 000.00,1.9400%,74 700 000 000.00,0.0100%,4 000 000 000.00,0.0000%,6 477 082 000 000.00,0.5600%
26 938 079 000 000.00,2.2400%,20 794 000 000 000.00,1.7300%,1 800 000 000.00,0.0000%,6 000 000 000.00,0.0000%,6 136 279 000 000.00,0.5100%
33 251 374 000 000.00,2.5100%,25 879 100 000 000.00,1.9600%,3 500 000 000.00,0.0000%,7 000 000 000.00,0.0000%,7 361 774 000 000.00,0.5600%
36 374 436 000 000.00,2.6200%,23 445 100 000 000.00,1.6900%,15 100 000 000.00,0.0000%,7 000 000 000.00,0.0000%,12 907 236 000 000.00,0.9300%
39 309 600 000 000.00,2.7300%,26 373 009 000 000.00,1.8300%,88 300 000 000.00,0.0100%,9 000 000 000.00,0.0000%,12 839 291 000 000.00,0.8900%
39 128 326 000 000.00,2.6100%,26 242 419 000 000.00,1.7500%,231 700 000 000.00,0.0200%,11 000 000 000.00,0.0000%,12 643 207 000 000.00,0.8400%
41 587 971 000 000.00,2.6600%,27 029 086 000 000.00,1.7300%,780 500 000 000.00,0.0500%,12 000 000 000.00,0.0000%,13 766 385 000 000.00,0.8800%
nan,nan%,16 212 546 000 000.00,0.9800%,nan,nan%,nan,nan%,nan,nan%
nan,nan%,17 599 376 000 000.00,1.0100%,nan,nan%,nan,nan%,nan,nan%
79 000 000.00,0.4900%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,79 000 000.00,0.4900%
82 000 000.00,0.3500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,82 000 000.00,0.3500%
107 000 000.00,0.3500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,107 000 000.00,0.3500%
133 000 000.00,0.3900%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,133 000 000.00,0.3900%
184 000 000.00,0.3800%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,184 000 000.00,0.3800%
470 000 000.00,0.7200%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,470 000 000.00,0.7200%
410 000 000.00,0.5600%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,410 000 000.00,0.5600%
379 000 000.00,0.5000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,379 000 000.00,0.5000%
444 000 000.00,0.5300%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,444 000 000.00,0.5300%
478 000 000.00,0.5100%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,478 000 000.00,0.5100%
514 000 000.00,0.5100%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,514 000 000.00,0.5100%
630 000 000.00,0.5500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,630 000 000.00,0.5500%
763 000 000.00,0.5400%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,763 000 000.00,0.5400%
1 192 000 000.00,0.6300%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,1 192 000 000.00,0.6300%
593 000 000.00,0.3000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,593 000 000.00,0.3000%
449 000 000.00,0.2000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,449 000 000.00,0.2000%
437 000 000.00,0.1500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,437 000 000.00,0.1500%
557 000 000.00,0.1800%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,557 000 000.00,0.1800%
643 000 000.00,0.1800%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,643 000 000.00,0.1800%
674 000 000.00,0.1700%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,674 000 000.00,0.1700%
691 000 000.00,0.1600%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,691 000 000.00,0.1600%
797 000 000.00,0.1700%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,797 000 000.00,0.1700%
807 000 000.00,0.1500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,807 000 000.00,0.1500%
843 000 000.00,0.1500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,843 000 000.00,0.1500%
843 000 000.00,0.1400%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,843 000 000.00,0.1400%
784 000 000.00,0.1300%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,784 000 000.00,0.1300%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
42 520 000.00,1.0500%,37 820 000.00,0.9300%,2 550 000.00,0.0600%,2 150 000.00,0.0500%,0.00,0.0000%
73 120 000.00,1.5600%,68 110 000.00,1.4600%,2 550 000.00,0.0500%,2 460 000.00,0.0500%,0.00,0.0000%
109 340 000.00,2.0300%,92 600 000.00,1.7200%,2 550 000.00,0.0500%,13 020 000.00,0.2400%,1 170 000.00,0.0200%
173 530 000.00,2.8900%,150 210 000.00,2.5000%,2 550 000.00,0.0400%,15 300 000.00,0.2500%,5 480 000.00,0.0900%
151 790 000.00,2.4200%,124 750 000.00,1.9900%,2 550 000.00,0.0400%,15 190 000.00,0.2400%,9 290 000.00,0.1500%
169 260 000.00,2.4600%,124 490 000.00,1.8100%,7 260 000.00,0.1100%,14 750 000.00,0.2200%,22 770 000.00,0.3300%
167 570 000.00,2.2400%,122 390 000.00,1.6400%,6 940 000.00,0.0900%,14 990 000.00,0.2000%,23 250 000.00,0.3100%
195 740 000.00,2.3300%,144 060 000.00,1.7100%,7 290 000.00,0.0900%,15 800 000.00,0.1900%,28 590 000.00,0.3400%
234 040 000.00,2.4400%,179 780 000.00,1.8800%,7 040 000.00,0.0700%,14 430 000.00,0.1500%,32 790 000.00,0.3400%
283 140 000.00,2.5500%,225 690 000.00,2.0300%,7 700 000.00,0.0700%,12 340 000.00,0.1100%,37 410 000.00,0.3400%
351 930 000.00,2.5800%,288 080 000.00,2.1100%,8 740 000.00,0.0600%,15 230 000.00,0.1100%,39 890 000.00,0.2900%
390 930 000.00,2.2700%,316 710 000.00,1.8400%,9 300 000.00,0.0500%,16 190 000.00,0.0900%,48 740 000.00,0.2800%
472 300 000.00,2.0800%,387 670 000.00,1.7100%,9 480 000.00,0.0400%,15 470 000.00,0.0700%,59 690 000.00,0.2600%
517 680 000.00,2.1100%,440 870 000.00,1.8000%,10 150 000.00,0.0400%,14 030 000.00,0.0600%,52 630 000.00,0.2200%
640 100 000.00,3.3700%,579 200 000.00,3.0500%,8 430 000.00,0.0400%,11 400 000.00,0.0600%,41 060 000.00,0.2200%
598 370 000.00,3.3100%,514 240 000.00,2.8400%,9 450 000.00,0.0500%,13 440 000.00,0.0700%,61 240 000.00,0.3400%
620 810 000.00,3.1400%,501 550 000.00,2.5400%,12 000 000.00,0.0600%,15 750 000.00,0.0800%,91 520 000.00,0.4600%
678 510 000.00,3.1000%,551 930 000.00,2.5200%,14 810 000.00,0.0700%,18 300 000.00,0.0800%,93 460 000.00,0.4300%
752 770 000.00,3.3100%,613 910 000.00,2.7000%,15 840 000.00,0.0700%,20 330 000.00,0.0900%,102 690 000.00,0.4500%
829 870 000.00,3.5100%,678 470 000.00,2.8700%,16 520 000.00,0.0700%,21 170 000.00,0.0900%,113 710 000.00,0.4800%
900 530 000.00,3.6700%,731 660 000.00,2.9800%,17 570 000.00,0.0700%,23 110 000.00,0.0900%,128 180 000.00,0.5200%
951 600 000.00,3.7500%,784 160 000.00,3.0900%,14 370 000.00,0.0600%,19 060 000.00,0.0800%,134 010 000.00,0.5300%
995 610 000.00,3.6900%,814 630 000.00,3.0200%,16 190 000.00,0.0600%,27 010 000.00,0.1000%,137 780 000.00,0.5100%
1 052 690 000.00,3.6100%,861 870 000.00,2.9600%,16 610 000.00,0.0600%,31 470 000.00,0.1100%,142 740 000.00,0.4900%
1 048 660 000.00,3.4200%,855 890 000.00,2.7900%,16 610 000.00,0.0500%,31 880 000.00,0.1000%,144 290 000.00,0.4700%
1 003 280 000.00,3.3100%,803 420 000.00,2.6500%,16 610 000.00,0.0600%,35 620 000.00,0.1200%,147 630 000.00,0.4900%
1 010 010 000.00,3.0000%,794 170 000.00,2.3600%,16 610 000.00,0.0500%,45 170 000.00,0.1300%,154 070 000.00,0.4600%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,10 770 000.00,0.0400%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,6 620 000.00,0.0200%,0.00,0.0000%,0.00,0.0000%,nan,nan%
105 330 000.00,0.3400%,54 200 000.00,0.1800%,0.00,0.0000%,0.00,0.0000%,51 130 000.00,0.1700%
305 240 000.00,0.9200%,77 570 000.00,0.2300%,0.00,0.0000%,0.00,0.0000%,227 670 000.00,0.6800%
285 480 000.00,0.8400%,44 700 000.00,0.1300%,0.00,0.0000%,0.00,0.0000%,240 770 000.00,0.7000%
420 090 000.00,1.3600%,301 010 000.00,0.9700%,0.00,0.0000%,0.00,0.0000%,119 080 000.00,0.3900%
163 080 000.00,2.1000%,83 700 000.00,1.0800%,0.00,0.0000%,22 330 000.00,0.2900%,57 060 000.00,0.7400%
209 090 000.00,2.1500%,107 590 000.00,1.1100%,0.00,0.0000%,32 330 000.00,0.3300%,69 170 000.00,0.7100%
290 750 000.00,2.4800%,146 130 000.00,1.2500%,0.00,0.0000%,47 930 000.00,0.4100%,96 690 000.00,0.8300%
364 500 000.00,2.8000%,221 240 000.00,1.7000%,0.00,0.0000%,42 930 000.00,0.3300%,100 330 000.00,0.7700%
368 050 000.00,2.9000%,269 780 000.00,2.1200%,0.00,0.0000%,11 220 000.00,0.0900%,87 050 000.00,0.6900%
329 750 000.00,2.4700%,230 020 000.00,1.7200%,0.00,0.0000%,11 000 000.00,0.0800%,88 730 000.00,0.6700%
362 540 000.00,2.5600%,255 820 000.00,1.8100%,0.00,0.0000%,13 190 000.00,0.0900%,93 520 000.00,0.6600%
431 140 000.00,2.8400%,303 860 000.00,2.0000%,0.00,0.0000%,15 950 000.00,0.1100%,111 330 000.00,0.7300%
459 800 000.00,2.7600%,328 540 000.00,1.9700%,0.00,0.0000%,8 940 000.00,0.0500%,122 320 000.00,0.7400%
486 190 000.00,2.6700%,332 910 000.00,1.8300%,1 190 000.00,0.0100%,9 310 000.00,0.0500%,142 770 000.00,0.7800%
474 710 000.00,2.2600%,364 360 000.00,1.7400%,980 000.00,0.0100%,9 400 000.00,0.0500%,99 970 000.00,0.4800%
424 520 000.00,1.7700%,393 870 000.00,1.6400%,530 000.00,0.0000%,7 400 000.00,0.0300%,22 720 000.00,0.0900%
497 110 000.00,1.7100%,459 350 000.00,1.5800%,490 000.00,0.0000%,7 400 000.00,0.0300%,29 870 000.00,0.1000%
520 480 000.00,1.5900%,498 120 000.00,1.5300%,370 000.00,0.0000%,7 400 000.00,0.0200%,14 600 000.00,0.0500%
532 400 000.00,1.9800%,513 130 000.00,1.9100%,330 000.00,0.0000%,7 400 000.00,0.0300%,11 540 000.00,0.0400%
520 420 000.00,1.8600%,489 300 000.00,1.7500%,310 000.00,0.0000%,18 200 000.00,0.0700%,12 620 000.00,0.0500%
538 320 000.00,1.7200%,493 650 000.00,1.5800%,110 000.00,0.0000%,30 300 000.00,0.1000%,14 260 000.00,0.0500%
556 230 000.00,1.6700%,512 540 000.00,1.5300%,0.00,0.0000%,28 300 000.00,0.0900%,15 390 000.00,0.0500%
602 480 000.00,1.7200%,534 280 000.00,1.5300%,90 000.00,0.0000%,37 560 000.00,0.1100%,30 550 000.00,0.0900%
653 740 000.00,1.7900%,577 000 000.00,1.5800%,120 000.00,0.0000%,39 870 000.00,0.1100%,36 740 000.00,0.1000%
715 730 000.00,1.9200%,619 370 000.00,1.6600%,110 000.00,0.0000%,64 520 000.00,0.1700%,31 730 000.00,0.0900%
777 210 000.00,2.0000%,674 230 000.00,1.7300%,2 600 000.00,0.0100%,66 740 000.00,0.1700%,33 650 000.00,0.0900%
869 360 000.00,2.0600%,761 140 000.00,1.8000%,1 950 000.00,0.0100%,71 820 000.00,0.1700%,34 450 000.00,0.0800%
1 010 940 000.00,2.2200%,887 420 000.00,1.9500%,2 840 000.00,0.0100%,82 170 000.00,0.1800%,38 510 000.00,0.0900%
1 037 100 000.00,2.1200%,918 990 000.00,1.8800%,2 480 000.00,0.0100%,77 390 000.00,0.1600%,38 240 000.00,0.0800%
1 074 930 000.00,2.1600%,944 450 000.00,1.9000%,2 830 000.00,0.0100%,76 900 000.00,0.1600%,50 750 000.00,0.1000%
1 063 860 000.00,1.8900%,922 650 000.00,1.6400%,3 080 000.00,0.0100%,85 270 000.00,0.1500%,52 870 000.00,0.0900%
449 560 000.00,2.9500%,426 980 000.00,2.8000%,0.00,0.0000%,0.00,0.0000%,22 580 000.00,0.1500%
463 110 000.00,2.8900%,439 830 000.00,2.7400%,0.00,0.0000%,0.00,0.0000%,23 280 000.00,0.1400%
488 400 000.00,2.8200%,463 910 000.00,2.6700%,0.00,0.0000%,0.00,0.0000%,24 490 000.00,0.1400%
512 630 000.00,2.8300%,486 420 000.00,2.6800%,0.00,0.0000%,0.00,0.0000%,26 210 000.00,0.1400%
560 320 000.00,2.7300%,532 130 000.00,2.5900%,0.00,0.0000%,0.00,0.0000%,28 200 000.00,0.1400%
613 510 000.00,2.6700%,584 320 000.00,2.5400%,0.00,0.0000%,0.00,0.0000%,29 190 000.00,0.1300%
639 470 000.00,2.6800%,608 550 000.00,2.5500%,0.00,0.0000%,0.00,0.0000%,30 920 000.00,0.1300%
667 210 000.00,2.6700%,635 480 000.00,2.5400%,0.00,0.0000%,0.00,0.0000%,31 730 000.00,0.1300%
724 890 000.00,2.7600%,689 420 000.00,2.6300%,0.00,0.0000%,0.00,0.0000%,35 470 000.00,0.1400%
845 730 000.00,3.0000%,807 980 000.00,2.8700%,0.00,0.0000%,0.00,0.0000%,37 750 000.00,0.1300%
899 200 000.00,2.9700%,860 980 000.00,2.8400%,0.00,0.0000%,0.00,0.0000%,38 220 000.00,0.1300%
899 050 000.00,2.6300%,855 660 000.00,2.5000%,0.00,0.0000%,0.00,0.0000%,43 380 000.00,0.1300%
961 030 000.00,2.5500%,887 770 000.00,2.3600%,0.00,0.0000%,0.00,0.0000%,73 260 000.00,0.2000%
992 480 000.00,2.4800%,918 880 000.00,2.3000%,0.00,0.0000%,0.00,0.0000%,73 600 000.00,0.1800%
938 730 000.00,2.4000%,858 270 000.00,2.2000%,0.00,0.0000%,0.00,0.0000%,80 470 000.00,0.2100%
965 470 000.00,2.2800%,887 600 000.00,2.0900%,0.00,0.0000%,4 860 000.00,0.0100%,73 010 000.00,0.1700%
1 026 320 000.00,2.3200%,950 940 000.00,2.1500%,0.00,0.0000%,3 710 000.00,0.0100%,71 670 000.00,0.1600%
